,Unnamed: 0.1,Unnamed: 0,class,order,family,genus,species,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,sciname,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
566,566,566,Aves,Apodiformes,Trochilidae,Chalcostigma,herrani,-999,Rainbow-bearded Thornbill,-999.0,-999.0,-999.0,5.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.2,6.0,5.925,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chalcostigma herrani,93181325,22688036,Chalcostigma herrani,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chalcostigma,herrani,,,,"(DeLattre & Bourcier, 1846)",Least Concern,,3.1,Decreasing,Global
567,567,567,Aves,Apodiformes,Trochilidae,Chalcostigma,ruficeps,-999,Rufous-capped Thornbill,-999.0,-999.0,-999.0,3.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.0,3.8,3.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chalcostigma ruficeps,93180595,22688024,Chalcostigma ruficeps,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chalcostigma,ruficeps,,,,"(Gould, 1846)",Least Concern,,3.1,Stable,Global
568,568,568,Aves,Apodiformes,Trochilidae,Chalcostigma,stanleyi,-999,Blue-mantled Thornbill,-999.0,-999.0,-999.0,5.525,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.5,6.0,5.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chalcostigma stanleyi,93180965,22688030,Chalcostigma stanleyi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chalcostigma,stanleyi,,,,"(Bourcier, 1851)",Least Concern,,3.1,Decreasing,Global
569,569,569,Aves,Apodiformes,Trochilidae,Chalybura,buffonii,-999,White-vented Plumeleteer,-999.0,-999.0,-999.0,6.875,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.75,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chalybura buffonii,167091528,22687652,Chalybura buffonii,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chalybura,buffonii,,,,"(Lesson, 1832)",Least Concern,,3.1,Decreasing,Global
570,570,570,Aves,Apodiformes,Trochilidae,Chalybura,urochrysia,-999,Bronze-tailed Plumeleteer,-999.0,2.0,-999.0,6.775,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.4,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chalybura urochrysia,93162933,22687655,Chalybura urochrysia,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chalybura,urochrysia,,,,"(Gould, 1861)",Least Concern,,3.1,Decreasing,Global
571,571,571,Aves,Apodiformes,Trochilidae,Chlorostilbon,assimilis,-999,Garden Emerald,-999.0,2.0,-999.0,2.775,-999.0,-999.0,-999.0,-999.0,-999.0,0.31,13.0,18.0,-999.0,-999.0,-999.0,2.8,2.7,2.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon assimilis,167035176,22687310,Chlorostilbon assimilis,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,assimilis,,,,"Lawrence, 1861",Least Concern,,3.1,Stable,Global
572,572,572,Aves,Apodiformes,Trochilidae,Chlorostilbon,auriceps,-999,Golden-crowned Emerald,-999.0,2.0,-999.0,2.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.31,13.0,18.0,-999.0,-999.0,-999.0,2.8,2.7,2.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon auriceps,167032633,22729031,Chlorostilbon auriceps,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,auriceps,,,,"(Gould, 1852)",Least Concern,,3.1,Decreasing,Global
573,573,573,Aves,Apodiformes,Trochilidae,Chlorostilbon,bracei,-999,Brace's Emerald,-999.0,2.0,-999.0,3.3225,-999.0,-999.0,-999.0,-999.0,-999.0,0.58,-999.0,-999.0,-999.0,-999.0,-999.0,3.54,3.35,3.2,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon bracei,93148138,22687333,Chlorostilbon bracei,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,bracei,,,,"(Lawrence, 1877)",Extinct,,3.1,,Global
574,574,574,Aves,Apodiformes,Trochilidae,Chlorostilbon,canivetii,-999,Canivet's Emerald,-999.0,2.0,-999.0,2.725,-999.0,-999.0,-999.0,-999.0,-999.0,0.31,13.0,18.0,-999.0,-999.0,-999.0,2.8,2.7,2.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon canivetii,167034032,22687304,Chlorostilbon canivetii,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,canivetii,,,,"(Lesson, 1832)",Least Concern,,3.1,Stable,Global
575,575,575,Aves,Apodiformes,Trochilidae,Chlorostilbon,forficatus,-999,Cozumel Emerald,-999.0,2.0,-999.0,2.725,-999.0,-999.0,-999.0,-999.0,-999.0,0.31,13.0,18.0,-999.0,-999.0,-999.0,2.8,2.7,2.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon forficatus,167033221,22724454,Chlorostilbon forficatus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,forficatus,,,,"Ridgway, 1885",Least Concern,,3.1,Stable,Global
576,576,576,Aves,Apodiformes,Trochilidae,Chlorostilbon,gibsoni,-999,Red-billed Emerald,-999.0,2.0,-999.0,2.75,-999.0,-999.0,-999.0,-999.0,-999.0,0.31,13.0,18.0,-999.0,-999.0,-999.0,2.9,2.75,2.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon gibsoni,93148657,22687342,Chlorostilbon gibsoni,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,gibsoni,,,,"(Fraser, 1840)",Least Concern,,3.1,Unknown,Global
577,577,577,Aves,Apodiformes,Trochilidae,Chlorostilbon,lucidus,-999,Glittering-bellied Emerald,-999.0,2.0,-999.0,3.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.8,3.4,3.675,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon lucidus,93147634,22687321,Chlorostilbon lucidus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,lucidus,,,,"(d'Orbigny & Lafresnaye, 1838)",Least Concern,,3.1,Unknown,Global
579,579,579,Aves,Apodiformes,Trochilidae,Chlorostilbon,mellisugus,-999,Blue-tailed Emerald,-999.0,2.0,-999.0,2.725,-999.0,-999.0,-999.0,-999.0,-999.0,0.31,13.0,18.0,-999.0,-999.0,-999.0,2.8,2.7,2.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon mellisugus,112399190,22687313,Chlorostilbon mellisugus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,mellisugus,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
580,580,580,Aves,Apodiformes,Trochilidae,Chlorostilbon,olivaresi,-999,Chiribiquete Emerald,-999.0,-999.0,-999.0,3.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.6,3.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon olivaresi,94874530,22724623,Chlorostilbon olivaresi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,olivaresi,,,,"Stiles, 1996",Least Concern,,3.1,Unknown,Global
582,582,582,Aves,Apodiformes,Trochilidae,Chlorostilbon,ricordii,-999,Cuban Emerald,-999.0,2.0,-999.0,3.445,-999.0,-999.0,-999.0,-999.0,-999.0,0.58,-999.0,-999.0,-999.0,-999.0,-999.0,3.54,3.35,3.475,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Chlorostilbon ricordii,93147913,22687330,Chlorostilbon ricordii,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Chlorostilbon,ricordii,,,,"(Gervais, 1835)",Least Concern,,3.1,Unknown,Global
588,588,588,Aves,Apodiformes,Trochilidae,Coeligena,bonapartei,-999,Golden-bellied Starfrontlet,-999.0,-999.0,-999.0,6.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.15,7.15,6.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena bonapartei,95165329,61172969,Coeligena bonapartei,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,bonapartei,,,,"(Boissonneau, 1840)",Least Concern,,3.1,Decreasing,Global
589,589,589,Aves,Apodiformes,Trochilidae,Coeligena,coeligena,-999,Bronzy Inca,-999.0,2.0,-999.0,6.666666667,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.2,6.7,6.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena coeligena,93170348,22687807,Coeligena coeligena,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,coeligena,,,,"(Lesson, 1833)",Least Concern,,3.1,Stable,Global
590,590,590,Aves,Apodiformes,Trochilidae,Coeligena,helianthea,-999,Blue-throated Starfrontlet,-999.0,-999.0,-999.0,6.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.3,7.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena helianthea,93171419,22687834,Coeligena helianthea,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,helianthea,,,,"(Lesson, 1838)",Least Concern,,3.1,Unknown,Global
591,591,591,Aves,Apodiformes,Trochilidae,Coeligena,iris,-999,Rainbow Starfrontlet,-999.0,-999.0,-999.0,6.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.2,7.0,6.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena iris,93171776,22687847,Coeligena iris,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,iris,,,,"(Gould, 1854)",Least Concern,,3.1,Decreasing,Global
592,592,592,Aves,Apodiformes,Trochilidae,Coeligena,lutetiae,-999,Buff-winged Starfrontlet,-999.0,2.0,-999.0,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.4,8.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena lutetiae,93171600,22687837,Coeligena lutetiae,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,lutetiae,,,,"(DeLattre & Bourcier, 1846)",Least Concern,,3.1,Decreasing,Global
593,593,593,Aves,Apodiformes,Trochilidae,Coeligena,orina,-999,Dusky Starfrontlet,-999.0,-999.0,-999.0,6.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6.15,7.15,6.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena orina,179510387,22687828,Coeligena orina,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,orina,,,,"Wetmore, 1953",Endangered,C2a(i),3.1,Decreasing,Global
594,594,594,Aves,Apodiformes,Trochilidae,Coeligena,phalerata,-999,White-tailed Starfrontlet,-999.0,-999.0,-999.0,6.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.4,6.8,6.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena phalerata,197662095,22687825,Coeligena phalerata,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,phalerata,,,,"(Bangs, 1898)",Near Threatened,"B1ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
596,596,596,Aves,Apodiformes,Trochilidae,Coeligena,torquata,-999,Collared Inca,-999.0,2.0,-999.0,7.2,-999.0,-999.0,-999.0,-999.0,-999.0,0.87,-999.0,-999.0,-999.0,-999.0,-999.0,6.2,7.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena torquata,94930361,22726720,Coeligena torquata,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,torquata,,,,"(Boissonneau, 1840)",Least Concern,,3.1,Decreasing,Global
597,597,597,Aves,Apodiformes,Trochilidae,Coeligena,violifer,-999,Violet-throated Starfrontlet,-999.0,-999.0,-999.0,7.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7.05,7.9,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Coeligena violifer,94931095,22726750,Coeligena violifer,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Coeligena,violifer,,,,"(Gould, 1846)",Least Concern,,3.1,Decreasing,Global
599,599,599,Aves,Apodiformes,Trochilidae,Colibri,coruscans,-999,Sparkling Violetear,-999.0,-999.0,-999.0,6.7,-999.0,-999.0,-999.0,-999.0,-999.0,0.75,-999.0,-999.0,-999.0,-999.0,-999.0,6.5,8.0,6.375,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Colibri coruscans,93140619,22687114,Colibri coruscans,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Colibri,coruscans,,,,"(Gould, 1846)",Least Concern,,3.1,Unknown,Global
600,600,600,Aves,Apodiformes,Trochilidae,Colibri,delphinae,-999,Brown Violetear,-999.0,2.0,-999.0,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,0.67,-999.0,-999.0,-999.0,-999.0,-999.0,5.3,7.0,6.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Colibri delphinae,166997993,22687106,Colibri delphinae,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Colibri,delphinae,,,,"(Lesson, 1839)",Least Concern,,3.1,Decreasing,Global
602,602,602,Aves,Apodiformes,Trochilidae,Colibri,thalassinus,-999,Green Violetear,-999.0,2.0,1.5,5.231666667,-999.0,-999.0,-999.0,-999.0,-999.0,0.77,16.5,24.0,-999.0,-999.0,-999.0,5.0,5.5,5.57,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Colibri thalassinus,166999717,22687110,Colibri thalassinus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Colibri,thalassinus,,,,"(Swainson, 1827)",Least Concern,,3.1,Decreasing,Global
604,604,604,Aves,Apodiformes,Trochilidae,Cynanthus,doubledayi,-999,Doubleday's Hummingbird,365.0,2.0,1.0,3.3,8.8,-999.0,-999.0,-999.0,-999.0,0.5,17.0,-999.0,7.5,365.0,-999.0,3.35,3.51,3.175,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cynanthus doubledayi,168975499,22725775,Cynanthus doubledayi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Cynanthus,doubledayi,,,,"(Bourcier, 1847)",Least Concern,,3.1,Stable,Global
605,605,605,Aves,Apodiformes,Trochilidae,Cynanthus,latirostris,-999,Broad-billed Hummingbird,365.0,2.0,1.0,3.3,8.8,-999.0,-999.0,-999.0,-999.0,0.5,17.0,-999.0,7.5,365.0,-999.0,3.35,3.51,3.175,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cynanthus latirostris,168975036,22725767,Cynanthus latirostris,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Cynanthus,latirostris,,,,"Swainson, 1827",Least Concern,,3.1,Stable,Global
606,606,606,Aves,Apodiformes,Trochilidae,Cynanthus,sordidus,-999,Dusky Hummingbird,-999.0,2.0,-999.0,3.85,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3.4,4.2,3.925,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Cynanthus sordidus,167035926,22687368,Cynanthus sordidus,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Cynanthus,sordidus,,,,"(Gould, 1859)",Least Concern,,3.1,Stable,Global
608,608,608,Aves,Apodiformes,Trochilidae,Discosura,langsdorffi,-999,Black-bellied Thorntail,-999.0,-999.0,-999.0,2.65,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2.2,2.8,2.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Discosura langsdorffi,130119803,22687259,Discosura langsdorffi,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Discosura,langsdorffi,,,,"(Temminck, 1821)",Least Concern,,3.1,Decreasing,Global
613,613,613,Aves,Apodiformes,Trochilidae,Doryfera,johannae,-999,Blue-fronted Lancebill,-999.0,2.0,-999.0,4.55,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,4.7,4.1,5.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Doryfera johannae,93136607,22687032,Doryfera johannae,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Doryfera,johannae,,,,"(Bourcier, 1847)",Least Concern,,3.1,Decreasing,Global
614,614,614,Aves,Apodiformes,Trochilidae,Doryfera,ludovicae,-999,Green-fronted Lancebill,-999.0,2.0,-999.0,5.65,-999.0,-999.0,-999.0,-999.0,-999.0,0.9,-999.0,-999.0,-999.0,-999.0,-999.0,5.2,6.0,5.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Doryfera ludovicae,93136807,22687035,Doryfera ludovicae,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Doryfera,ludovicae,,,,"(Bourcier & Mulsant, 1847)",Least Concern,,3.1,Unknown,Global
617,617,617,Aves,Apodiformes,Trochilidae,Ensifera,ensifera,-999,Sword-billed Hummingbird,-999.0,2.0,-999.0,11.25,-999.0,-999.0,-999.0,-999.0,-999.0,1.16,-999.0,-999.0,-999.0,-999.0,-999.0,11.5,11.0,11.85,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Ensifera ensifera,93171973,22687854,Ensifera ensifera,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Ensifera,ensifera,,,,"(Boissonneau, 1839)",Least Concern,,3.1,Stable,Global
622,622,622,Aves,Apodiformes,Trochilidae,Eriocnemis,luciani,-999,Sapphire-vented Puffleg,-999.0,2.0,-999.0,6.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.9,-999.0,-999.0,-999.0,-999.0,-999.0,6.2,6.3,5.95,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999.0,-999.0,Eriocnemis luciani,95164946,61162182,Eriocnemis luciani,ANIMALIA,CHORDATA,CAPRIMULGIFORMES,AVES,TROCHILIDAE,Eriocnemis,luciani,,,,"(Bourcier, 1847)",Least Concern,,3.1,Stable,Global
